times1_sh;times1_mh;times1_lh;times2_sh;times2_mh;times2_lh;x_wind_10m_sh;x_wind_10m_mh;x_wind_10m_lh;y_wind_10m_sh;y_wind_10m_mh;y_wind_10m_lh;;;;;;;;;;;;;;;;;;;;
1578085200;1578106800;1578128400;13.51361084;6.55523777;4.234358788;-10.19441223;-15.02229309;-13.03677368;16.92760227;16.39025418;13.70719747;16.92760227;16.89197412;16.85634597;16.82071782;16.78508968;16.74946153;13.39431272;19.68108559;15.74486847;15.69730454;15.6497406;15.60217667;15.55461273;15.5070488;13.20399475;12.5;-0.703994752;-0.894312724;13.39431272;0.177232298
1578088800;1578110400;1578132000;13.53034973;7.132995605;2.221967697;-9.812332153;-15.40704346;-12.01005554;16.71383338;16.97812164;12.21386812;16.71383338;16.69706852;16.68030367;16.66353882;16.64677397;16.63000912;13.05492483;19.32435608;15.45948486;15.44231466;15.42514445;15.40797424;15.39080404;15.37363383;13.24578552;12.7;-0.545785523;-0.354924832;13.05492483;0.689469156
1578092400;1578114000;1578135600;13.46050072;6.923452377;1.908938408;-9.737289429;-14.54692078;-11.00682068;16.61324426;16.11046545;11.17113008;16.61324426;16.32933095;16.04541763;15.76150431;15.47759099;15.19367767;12.71553694;19.19557953;15.35646362;15.29953435;15.24260508;15.18567581;15.12874654;15.07181727;13.28757629;13.3;0.012423707;0.58446306;12.71553694;1.601706015
1578096000;1578117600;1578139200;11.5180769;5.413835526;3.090367317;-9.467575073;-15.60366821;-9.313217163;14.90976436;16.51617622;9.812562564;14.90976436;15.10523466;15.30070496;15.49617526;15.69164556;15.88711586;12.37614905;18.76861;15.014888;15.05547918;15.09607035;15.13666153;15.1772527;15.21784388;13.32936706;12.6;-0.729367064;0.223850951;12.37614905;1.213942874
1578099600;1578121200;1578142800;12.56512737;4.108023643;3.984230995;-10.0382843;-14.52813721;-7.983627319;16.08258616;15.09776901;8.922578203;16.08258616;16.25997127;16.43735638;16.61474149;16.79212661;16.96951172;12.51513679;19.07304382;15.25843506;15.3477567;15.43707835;15.52639999;15.61572164;15.70504328;13.29081726;12.6;-0.69081726;0.084863212;12.51513679;1.086074153
1578103200;1578124800;1578146400;13.3605299;3.864385605;4.609554291;-10.74766541;-13.89970398;-6.231872559;17.14689683;14.42689318;7.751401573;17.14689683;16.40402608;15.66115533;14.91828457;14.17541382;13.43254307;12.65412453;19.74295616;15.79436493;15.63092956;15.4674942;15.30405884;15.14062347;14.97718811;13.25226746;12.1;-1.152267456;-0.554124527;12.65412453;0.458205432
1578106800;1578128400;1578150000;7.666743279;2.657438278;4.616142273;-10.11181641;-12.51425171;-4.021331787;12.68967232;12.79329801;6.12208125;12.68967232;13.3736654;14.05765849;14.74165157;15.42564466;16.10963775;12.79311227;18.51719093;14.81375274;14.8916453;14.96953786;15.04743042;15.12532298;15.20321554;13.21371765;12;-1.213717652;-0.793112266;12.79311227;0.230336712
1578110400;1578132000;1578153600;6.912102699;2.023468018;4.272503853;-15.30519104;-12.07315063;-2.574157715;16.79363083;12.24154357;4.988043415;16.79363083;16.63185207;16.47007331;16.30829454;16.14651578;15.98473702;12.9321;19.10138512;15.2811081;15.16548666;15.04986522;14.93424378;14.81862234;14.7030009;13.17516785;11.7;-1.475167848;-1.232100005;12.9321;-0.197532
1578114000;1578135600;1578157200;6.413947105;2.508829117;3.986914635;-14.46469116;-10.73931885;-0.979949951;15.82295825;11.02847192;4.105580374;15.82295825;15.51514821;15.20733816;14.89952811;14.59171807;14.28390802;13.07108774;18.23422432;14.58737946;14.64112396;14.69486847;14.74861298;14.80235748;14.85610199;13.13661804;11.6;-1.536618044;-1.471087744;13.07108774;-0.425400721
1578117600;1578139200;1578160800;3.814495087;2.374912262;4.693887711;-13.44548035;-9.420166016;0.516693115;13.97609797;9.714923366;4.722240317;13.97609797;14.03639361;14.09668925;14.1569849;14.21728054;14.27757618;13.21007548;18.63730812;14.9098465;14.72113012;14.53241374;14.34369736;14.15498098;13.9662646;13.09806824;12.1;-0.99806824;-1.110075483;13.21007548;-0.053269442
1578121200;1578142800;1578164400;3.892957687;3.302742004;4.867466927;-13.79925537;-7.748641968;2.83656311;14.33787182;8.423156005;5.633677712;14.33787182;14.32163031;14.30538881;14.2891473;14.2729058;14.25666429;13.29221503;17.22193527;13.77754822;13.68799693;13.59844564;13.50889435;13.41934306;13.32979177;13.09683838;12.6;-0.496838381;-0.692215032;13.29221503;0.371162172
1578124800;1578146400;1578168000;3.521495819;4.109455109;5.305089951;-13.79814148;-6.378372192;4.589996338;14.24042278;7.587572281;7.015129775;14.24042278;14.11236963;13.98431647;13.85626331;13.72821015;13.60015699;13.37435458;16.5503006;13.24024048;13.02298419;12.8057279;12.5884716;12.37121531;12.15395902;13.09560852;13.4;0.304391477;0.025645418;13.37435458;1.095593786
1578128400;1578150000;1578171600;2.644638062;4.328838348;5.363056183;-13.2099762;-4.033309937;6.773513794;13.47210383;5.916623234;8.639609988;13.47210383;13.32866952;13.18523522;13.04180091;12.89836661;12.7549323;13.45649413;14.92087841;11.93670273;11.84744301;11.75818329;11.66892357;11.57966385;11.49040413;13.09437866;13.3;0.205621336;-0.156494132;13.45649413;0.9200254
1578132000;1578153600;1578175200;1.908148766;4.561367989;6.011439323;-12.46630859;-2.383804321;8.674972534;12.61149799;5.14670778;10.55426697;12.61149799;12.38310994;12.15472189;11.92633384;11.69794579;11.46955773;13.53863368;14.25143051;11.40114441;11.20502205;11.00889969;10.81277733;10.61665497;10.42053261;13.09314881;13;-0.093148805;-0.538633681;13.53863368;0.544457014
1578135600;1578157200;1578178800;1.684087753;4.450991631;5.487868309;-11.11430359;-1.322814941;10.28379822;11.24116968;4.643400248;11.6564662;11.24116968;10.728223;10.21527632;9.702329634;9.189382952;8.676436269;13.62077323;12.78051281;10.22441025;10.01713079;9.809851328;9.602571868;9.395292408;9.188012948;13.09191895;12.9;-0.191918947;-0.720773231;13.62077323;0.368888628
1578139200;1578160800;1578182400;1.540213585;3.599057198;4.102092743;-8.016876221;0.901870728;13.72264099;8.163489586;3.710334691;14.32264084;8.163489586;8.013913993;7.864338399;7.714762806;7.565187212;7.415611619;13.70291278;11.22591686;8.980733488;8.785214105;8.589694721;8.394175338;8.198655954;8.003136571;13.09068909;13.3;0.209310912;-0.40291278;13.70291278;0.693320242
1578142800;1578164400;1578186000;2.750315666;4.117499352;4.686467171;-6.725402832;3.113220215;14.30310059;7.266036025;5.161970652;15.05130097;7.266036025;7.151772679;7.037509334;6.923245988;6.808982643;6.694719297;13.72766713;9.759521484;7.807617187;7.681428782;7.555240377;7.429051971;7.302863566;7.176675161;13.07831192;12.9;-0.178311921;-0.827667127;13.72766713;0.27054624
1578146400;1578168000;1578189600;3.243276596;4.311063766;7.122631073;-5.725692749;5.375030518;13.30980778;6.580455952;6.890299258;15.09578936;6.580455952;6.423654148;6.266852344;6.11005054;5.953248737;5.796446933;13.75242147;8.813108444;7.050486755;6.806589889;6.562693023;6.318796158;6.074899292;5.831002426;13.06593475;12.5;-0.565934755;-1.252421473;13.75242147;-0.152227752
1578150000;1578171600;1578193200;4.204810143;4.696772575;8.551729202;-3.758346558;7.629257202;11.28735542;5.639645129;8.9590869;14.16108982;5.639645129;5.474796497;5.309947865;5.145099233;4.980250601;4.815401969;13.77717582;6.98388195;5.58710556;5.474513944;5.361922327;5.249330711;5.136739095;5.024147479;13.05355759;12.6;-0.453557588;-1.17717582;13.77717582;-0.075001754
1578153600;1578175200;1578196800;4.242389679;5.547107697;9.684599876;-1.905197144;9.758575439;11.77690792;4.650553337;11.224981;15.24752554;4.650553337;4.515480822;4.380408307;4.245335791;4.110263276;3.975190761;13.80193017;6.139444828;4.911555862;4.835657946;4.75976003;4.683862114;4.607964198;4.532066282;13.04118042;12.5;-0.541180421;-1.301930166;13.80193017;-0.197775756
1578157200;1578178800;1578200400;3.714235306;4.93258667;10.48642921;-0.97517395;11.54037476;11.60869312;3.840118246;12.55032513;15.64375127;3.840118246;3.72182967;3.603541094;3.485252518;3.366963942;3.248675366;13.82668451;5.570210457;4.456168366;4.314910444;4.173652522;4.0323946;3.891136678;3.749878756;13.02880325;12.8;-0.228803255;-1.026684512;13.82668451;0.079450251
1578160800;1578182400;1578204000;3.069876671;3.714788437;10.5236578;0.612518311;13.78977966;10.93749809;3.13038679;14.28137515;15.17815002;3.13038679;3.296577697;3.462768604;3.628959511;3.795150418;3.961341325;13.85143886;4.510776043;3.608620834;3.827865283;4.047109731;4.26635418;4.485598628;4.704843076;13.01642609;12.9;-0.116426088;-0.951438859;13.85143886;0.156676249
1578164400;1578186000;1578207600;2.880482674;4.08868885;11.56260109;2.956237793;15.08998871;9.345060349;4.127532231;15.63410169;14.86687246;4.127532231;4.544617496;4.96170276;5.378788024;5.795873288;6.212958552;13.8495266;6.155109406;4.924087525;5.176484681;5.428881836;5.681278992;5.933676148;6.186073303;13.03956757;12.5;-0.539567567;-1.349526597;13.8495266;-0.241564472
1578168000;1578189600;1578211200;3.786460876;5.947843552;12.49184799;5.442443848;14.67615032;8.861701965;6.630043816;15.83560012;15.31587503;6.630043816;7.038378003;7.44671219;7.855046376;8.263380563;8.67171475;13.84761433;8.048088074;6.438470459;6.747414653;7.056358847;7.365303042;7.674247236;7.98319143;13.06270905;12.5;-0.562709045;-1.347614335;13.84761433;-0.239805184
1578171600;1578193200;1578214800;4.805657387;7.553296089;13.14025688;7.704086304;13.01586151;8.209935188;9.080048937;15.04875186;15.49417267;9.080048937;9.447877678;9.815706419;10.18353516;10.5513639;10.91919264;13.84570207;10.36516953;8.292135624;8.64559886;8.999062096;9.352525332;9.705988568;10.0594518;13.08585052;13.1;0.014149476;-0.745702073;13.84570207;0.361954096
1578175200;1578196800;1578218400;5.57681942;8.829596519;12.75797462;9.813049316;11.83732414;8.498716354;11.28702138;14.76766798;15.32951715;11.28702138;11.54004228;11.79306317;12.04608407;12.29910497;12.55212586;13.84378981;13.0161438;10.41291504;10.62746455;10.84201406;11.05656357;11.27111308;11.48566259;13.108992;12.5;-0.608992003;-1.343789811;13.84378981;-0.236286625
1578178800;1578200400;1578222000;5.10881424;9.356554031;12.10421753;11.74188232;12.06224346;8.157756805;12.80514676;15.2657401;14.59661187;12.80514676;12.94190727;13.07866779;13.21542831;13.35218882;13.48894934;13.84187755;14.62526512;11.7002121;11.93721441;12.17421671;12.41121902;12.64822133;12.88522364;13.13213348;13;-0.132133481;-0.841877549;13.84187755;0.265472654
1578182400;1578204000;1578225600;3.37494278;11.39821815;11.36026001;13.2011261;9.650129318;7.789166451;13.62570985;14.93467017;13.7741287;13.62570985;13.91733124;14.20895263;14.50057402;14.79219541;15.08381681;13.83996529;16.40278244;13.12222595;13.30275904;13.48329213;13.66382522;13.84435831;14.02489141;13.15527496;13.4;0.24472504;-0.439965287;13.83996529;0.667231933
1578186000;1578207600;1578229200;3.338059425;12.29449463;11.24479675;15.00871277;8.326557159;6.650253296;15.3754382;14.84877612;13.0641235;15.3754382;15.44013568;15.50483316;15.56953064;15.63422812;15.69892561;13.839697;17.75678062;14.2054245;14.23245977;14.25949503;14.2865303;14.31356557;14.34060084;13.08330714;14;0.916692864;0.160302995;13.839697;1.26747876
1578189600;1578211200;1578232800;5.905819893;12.93840599;10.64161682;14.61550903;8.174670219;4.411826134;15.76362309;15.30449551;11.51990531;15.76362309;15.50528734;15.24695159;14.98861585;14.7302801;14.47194435;13.83942872;17.95954514;14.36763611;14.26262258;14.15760905;14.05259552;13.94758199;13.84256846;13.01133931;13.7;0.688660688;-0.139428722;13.83942872;0.967725578
1578193200;1578214800;1578236400;8.073922157;13.09933472;9.543037415;11.69779682;7.926642418;4.051038742;14.2136086;15.31091865;10.3672792;14.2136086;14.22181542;14.23002223;14.23822905;14.24643587;14.25464268;13.83916044;17.17194366;13.73755493;13.70015665;13.66275838;13.6253601;13.58796183;13.55056355;12.93937149;13;0.060628512;-0.839160439;13.83916044;0.267972395
1578196800;1578218400;1578240000;9.316650391;12.99241924;10.40623569;10.79948616;8.024097443;3.672657013;14.2628495;15.27053036;11.03531381;14.2628495;14.38858139;14.51431327;14.64004516;14.76577705;14.89150893;13.83889216;16.8914566;13.51316528;13.57953237;13.64589945;13.71226654;13.77863363;13.84500071;12.86740366;13;0.132596336;-0.838892156;13.83889216;0.268219213
1578200400;1578222000;1578243600;10.04868317;12.29593372;9.872159958;11.15981579;8.030233383;4.240385056;15.01724082;14.68586512;10.74431979;15.01724082;14.71844223;14.41964364;14.12084506;13.82204647;13.52324788;13.83862387;17.38920975;13.9113678;13.86729584;13.82322388;13.77915192;13.73507995;13.69100799;12.79543584;13.4;0.60456416;-0.438623874;13.83862387;0.66846604
1578204000;1578225600;1578247200;10.44925404;11.52339172;8.63274765;8.105501175;6.920677185;2.372624397;13.2244493;13.44188713;8.952858679;13.2244493;13.2919091;13.35936891;13.42682871;13.49428852;13.56174832;13.83835559;17.05867004;13.64693603;13.63546956;13.62400309;13.61253662;13.60107015;13.58960368;12.72346802;13;0.276531984;-0.838355591;13.83835559;0.268712857
1578207600;1578229200;1578250800;11.17787075;11.32213879;7.987035751;7.798110008;5.747883797;1.813035965;13.62920813;12.69759799;8.190228294;13.62920813;13.80717101;13.98513389;14.16309678;14.34105966;14.51902254;13.66031092;16.97267151;13.57813721;13.63888652;13.69963582;13.76038513;13.82113444;13.88188375;12.75668742;12.9;0.143312583;-0.760310921;13.66031092;0.332513954
1578211200;1578232800;1578254400;12.39195824;10.83741474;7.061790466;7.901946068;4.334688187;3.982275963;14.69698543;11.67214976;8.107244071;14.69698543;14.75030299;14.80362056;14.85693812;14.91025569;14.96357326;13.48226625;17.42829132;13.94263306;13.94351705;13.94440104;13.94528503;13.94616902;13.94705302;12.78990682;13.1;0.310093181;-0.38226625;13.48226625;0.69631505
1578214800;1578236400;1578258000;12.78953648;9.461967468;6.924747467;7.869864464;3.012562752;5.274321556;15.01689082;9.929972946;8.704630685;15.01689082;14.96470948;14.91252813;14.86034679;14.80816544;14.7559841;13.30422158;17.43492126;13.94793701;13.9425504;13.93716379;13.93177719;13.92639058;13.92100397;12.82312622;13.6;0.77687378;0.29577842;13.30422158;1.360116146
1578218400;1578240000;1578261600;12.52211571;9.451418877;7.689515114;7.707037926;3.565651894;4.639518738;14.70380275;10.10164304;8.98074478;14.70380275;14.6130464;14.52229006;14.43153371;14.34077736;14.25002101;13.12617691;17.39452171;13.91561737;13.83781916;13.76002095;13.68222275;13.60442454;13.52662633;12.85634562;13.6;0.743654379;0.47382309;13.12617691;1.523917243
1578222000;1578243600;1578265200;11.97963524;9.515107155;5.006399155;7.548053741;3.038668633;5.998955727;14.15926466;9.988531986;7.813546078;14.15926466;14.02419736;13.88913006;13.75406277;13.61899547;13.48392817;12.94813224;16.81103516;13.44882813;13.28285612;13.11688411;12.9509121;12.78494009;12.61896807;12.88956502;14.1;1.210434977;1.151867761;12.94813224;2.187718339
1578225600;1578247200;1578268800;12.59694004;8.574813843;4.668944359;4.416920662;1.732898712;7.918414116;13.34886087;8.748163829;9.192405753;13.34886087;13.27433593;13.199811;13.12528606;13.05076113;12.97623619;12.77008757;15.56624508;12.45299606;12.35138626;12.24977646;12.14816666;12.04655685;11.94494705;12.92278442;14.2;1.277215576;1.429912431;12.77008757;2.451519436
1578229200;1578250800;1578272400;12.43238831;9.045501709;5.067198753;3.448169708;1.133174896;8.364156723;12.90171126;9.116204611;9.77934665;12.90171126;12.63400304;12.36629481;12.09858659;11.83087837;11.56317015;13.00335315;14.80417156;11.84333725;11.67792079;11.51250432;11.34708786;11.1816714;11.01625493;12.97776693;14;1.022233073;0.996646852;13.00335315;2.036915102
1578232800;1578254400;1578276000;10.95042801;6.968154907;6.138366699;2.770484924;3.740283012;8.645626068;11.29546193;7.908533355;10.60313142;11.29546193;11.16951263;11.04356333;10.91761402;10.79166472;10.66571541;13.23661873;13.56354809;10.85083847;10.57196287;10.29308726;10.01421166;9.735336051;9.456460445;13.03274943;14;0.967250571;0.763381272;13.23661873;1.822310768
1578236400;1578258000;1578279600;10.19152546;7.268629074;6.558394432;2.686908722;5.606313705;8.526705742;10.53976611;9.179527329;10.75719519;10.53976611;10.61014864;10.68053117;10.7509137;10.82129622;10.89167875;13.46988431;11.47198105;9.17758484;9.203450395;9.229315949;9.255181504;9.281047059;9.306912613;13.08773193;13.7;0.612268068;0.230115693;13.46988431;1.307706435
1578240000;1578261600;1578283200;10.55062103;7.391752243;6.585849762;2.975093842;5.792161942;8.077871323;10.96206128;9.390800881;10.42235205;10.96206128;10.90934458;10.85662789;10.80391119;10.75119449;10.69847779;13.70314989;11.66597271;9.332778168;9.315629451;9.298480733;9.281332016;9.264183299;9.247034581;13.14271443;13.8;0.657285565;0.096850113;13.70314989;1.193102101
1578243600;1578265200;1578286800;10.302948;5.830282211;6.89689064;2.679830551;6.569800377;8.003774643;10.64576109;8.783761589;10.56539204;10.64576109;10.08226442;9.518767741;8.955271065;8.391774389;7.828277713;13.93641547;11.53735733;9.229885864;9.042202759;8.854519653;8.666836548;8.479153443;8.291470337;13.19769694;13.6;0.402303063;-0.336415466;13.93641547;0.778497768
1578247200;1578268800;1578290400;7.188934326;4.487683296;5.953686714;1.047027588;7.813014984;8.995968819;7.264781037;9.010133435;10.78767076;7.264781037;7.435043665;7.605306293;7.775568921;7.945831549;8.116094177;14.16968105;10.12973404;8.103787232;8.159501012;8.215214792;8.270928572;8.326642352;8.382356132;13.25267944;13.9;0.64732056;-0.269681046;14.16968105;0.863893434
1578250800;1578272400;1578294000;7.881015778;3.958949089;4.5116539;2.559941292;8.663035393;9.894511223;8.286356805;9.524781368;10.87457462;8.286356805;8.068992076;7.851627346;7.634262617;7.416897888;7.199533158;14.26743672;10.54758739;8.438069912;8.254758069;8.071446226;7.888134382;7.704822539;7.521510696;13.26426747;13.9;0.635732527;-0.367436722;14.26743672;0.773958218
1578254400;1578276000;1578297600;5.935482025;5.490790367;5.296632767;3.677054405;8.997488976;12.1595993;6.982168429;10.54056861;13.26311328;6.982168429;7.178682433;7.375196437;7.571710441;7.768224445;7.964738448;14.3651924;9.172748566;7.338198853;7.530619557;7.723040262;7.915460966;8.107881671;8.300302375;13.27585551;14.3;1.024144493;-0.065192398;14.3651924;1.084022992
1578258000;1578279600;1578301200;5.906921387;6.101211548;6.247497559;5.631546974;8.482422829;13.60680771;8.161252452;10.44874535;14.97252289;8.161252452;8.283074668;8.404896883;8.526719098;8.648541313;8.770363529;14.46294807;10.61590385;8.49272308;8.524804812;8.556886544;8.588968276;8.621050008;8.65313174;13.28744354;14.2;0.91255646;-0.262948074;14.46294807;0.894087776
1578261600;1578283200;1578304800;6.251488686;6.677444458;6.254600525;6.323753357;7.442973137;15.44233227;8.892185744;9.999305656;16.66090194;8.892185744;8.810090549;8.727995354;8.645900159;8.563804965;8.48170977;14.56070375;10.85651684;8.685213472;8.593582536;8.5019516;8.410320664;8.318689728;8.227058792;13.29903157;14.7;1.400968427;0.13929625;14.56070375;1.30415255
1578265200;1578286800;1578308400;5.838316917;6.742156982;6.461328506;6.03883934;7.893928528;16.36429977;8.399614575;10.38127104;17.59372255;8.399614575;8.479894024;8.560173473;8.640452922;8.720732371;8.80101182;14.65845943;10.16928482;8.135427856;8.169477589;8.203527323;8.237577056;8.271626789;8.305676523;13.31061961;14.6;1.289380393;-0.058459426;14.65845943;1.114217324
1578268800;1578290400;1578312000;5.489160538;6.0272789;6.969177246;6.981865883;8.489216805;16.72854233;8.88129127;10.4112868;18.12218419;8.88129127;8.973703309;9.066115348;9.158527388;9.250939427;9.343351466;14.7562151;10.42465782;8.339726256;8.417658487;8.495590717;8.573522948;8.651455179;8.729387409;13.32220764;14.2;0.87779236;-0.556215102;14.7562151;0.624282108
1578272400;1578294000;1578315600;4.808381081;5.288280487;6.922744751;8.118688583;9.514321327;16.69306564;9.435763505;10.88522948;18.07160301;9.435763505;9.635028975;9.834294445;10.03355992;10.23282538;10.43209085;14.75501723;11.00914955;8.80731964;8.964404041;9.121488443;9.278572844;9.435657245;9.592741647;13.39001414;14.5;1.109985861;-0.255017229;14.75501723;0.925384148
1578276000;1578297600;1578319200;6.222377777;4.652312279;6.664672852;8.620194435;11.79861546;16.56077576;10.63135632;12.68271801;17.85153097;10.63135632;10.51680321;10.40225009;10.28769698;10.17314386;10.05859074;14.75381936;12.18728256;9.749826048;9.735100936;9.720375824;9.705650712;9.6909256;9.676200488;13.45782064;14.9;1.442179363;0.146180644;14.75381936;1.326486189
1578279600;1578301200;1578322800;6.224980354;5.694913864;5.785140991;7.754579544;12.79221344;16.68781281;9.944037626;14.00259864;17.66213329;9.944037626;10.08159665;10.21915567;10.35671469;10.49427371;10.63183274;14.75262148;12.07684422;9.661475376;9.590967691;9.520460005;9.44995232;9.379444635;9.308936949;13.52562714;15.5;1.974372864;0.747378516;14.75262148;1.927588238
1578283200;1578304800;1578326400;7.721206665;5.974989891;5.6144104;7.507514;14.58168697;16.08319855;10.76939176;15.75836601;17.03498986;10.76939176;10.67893043;10.58846909;10.49800776;10.40754643;10.3170851;14.75142361;11.54803658;9.238429264;9.297688805;9.356948347;9.416207888;9.475467429;9.534726971;13.59343363;15.2;1.606566365;0.448576389;14.75142361;1.628690279
1578286800;1578308400;1578330000;6.827911377;6.492035866;5.714797974;7.613373756;15.92627048;15.65310383;10.22662377;17.19862266;16.66369033;10.22662377;10.22345189;10.22028002;10.21710814;10.21393626;10.21076438;14.75022574;11.99248314;9.593986512;9.598720424;9.603454336;9.608188248;9.61292216;9.617656072;13.66124013;14.4;0.738759867;-0.350225738;14.75022574;0.829792319
1578290400;1578312000;1578333600;6.37891674;7.242904663;7.772125244;7.968962669;16.21337318;13.88448524;10.20759251;17.75762197;15.91178373;10.20759251;10.309652;10.4117115;10.51377099;10.61583049;10.71788998;14.74902787;12.02798748;9.622389984;9.699345525;9.776301067;9.853256608;9.930212149;10.00716769;13.72904663;14.2;0.470953368;-0.549027865;14.74902787;0.63089436
1578294000;1578315600;1578337200;5.789942741;7.191879272;8.889923096;9.140452385;16.06694984;10.72576809;10.81994948;17.60312486;13.93100261;10.81994948;10.98266334;11.14537719;11.30809105;11.47080491;11.63351876;14.79903968;12.60515404;10.08412323;10.37435506;10.6645869;10.95481873;11.24505056;11.53528239;13.7279424;13.6;-0.127942404;-1.199039678;14.79903968;-0.015116506
1578297600;1578319200;1578340800;5.232568741;6.691986084;8.39692688;10.57219601;15.98423958;7.175890923;11.79623262;17.32854849;11.04544212;11.79623262;12.08564943;12.37506623;12.66448304;12.95389984;13.24331665;14.84905149;14.78189278;11.82551422;12.00480703;12.18409983;12.36339264;12.54268545;12.72197825;13.72683818;13.4;-0.326838176;-1.449051491;14.84905149;-0.261127371
1578301200;1578322800;1578344400;6.610155106;6.257110596;9.39213562;11.8085022;16.01476288;4.894185066;13.53273345;17.19372162;10.59081012;13.53273345;13.92410774;14.31548203;14.70685632;15.09823061;15.4896049;14.8990633;16.12658882;12.90127106;13.13514252;13.36901398;13.60288544;13.8367569;14.07062836;13.72573395;14.3;0.574266052;-0.599063304;14.8990633;0.592861764
1578304800;1578326400;1578348000;7.298057556;5.677368164;10.72325134;14.10474586;15.68758202;1.896036148;15.88097919;16.68330719;10.8895855;15.88097919;16.00253242;16.12408565;16.24563888;16.36719212;16.48874535;14.94907512;17.88062477;14.30449982;14.49670588;14.68891195;14.88111801;15.07332408;15.26553014;13.72462972;14.2;0.47537028;-0.749075117;14.94907512;0.44685089
1578308400;1578330000;1578351600;6.654169083;5.998931885;11.84057617;15.21920013;15.52476501;0.801401138;16.61029858;16.64348258;11.86766565;16.61029858;16.63000427;16.64970997;16.66941566;16.68912136;16.70882705;14.99908693;19.32217026;15.45773621;15.53231176;15.60688731;15.68146286;15.75603841;15.83061396;13.72352549;13.6;-0.123525492;-1.39908693;14.99908693;-0.199159976
1578312000;1578333600;1578355200;6.909057617;8.055847168;11.21343708;15.23511505;14.16018105;1.57288456;16.72853274;16.29132901;11.32321231;16.72853274;16.8573027;16.98607266;17.11484262;17.24361258;17.37238254;15.04909874;19.88148689;15.90518951;15.88455963;15.86392975;15.84329986;15.82266998;15.8020401;13.72242126;14.1;0.377578736;-0.949098743;15.04909874;0.254829159
1578315600;1578337200;1578358800;6.466659546;9.517120361;11.11097717;16.2626152;9.958640099;1.124599457;17.5011525;13.77498067;11.16774542;17.5011525;17.46808012;17.43500774;17.40193537;17.36886299;17.33579061;15.11702143;19.72676277;15.78141022;15.74492721;15.70844421;15.67196121;15.63547821;15.59899521;13.816775;14.6;0.783224996;-0.517021426;15.11702143;0.692340284
1578319200;1578340800;1578362400;7.589614868;8.322463989;10.89196205;15.54933453;8.194162369;2.06811142;17.30271823;11.67937086;11.08656494;17.30271823;17.29677265;17.29082707;17.2848815;17.27893592;17.27299034;15.18494411;19.45314026;15.56251221;15.54461899;15.52672577;15.50883255;15.49093933;15.47304611;13.91112874;14.2;0.288871256;-0.984944109;15.18494411;0.229851419
1578322800;1578344400;1578366000;6.852401733;9.327758789;10.6933651;15.84914589;6.10498333;3.275197029;17.26704477;11.14800007;11.18369227;17.26704477;17.24384516;17.22064555;17.19744595;17.17424634;17.15104673;15.25286679;19.31894112;15.4551529;15.38683167;15.31851044;15.25018921;15.18186798;15.11354676;14.00548248;13.8;-0.205482484;-1.452866792;15.25286679;-0.232637447
1578326400;1578348000;1578369600;5.773223877;11.80570984;9.91337204;16.12553978;3.071511269;4.729109764;17.12784712;12.19872806;10.98359797;17.12784712;17.08384157;17.03983602;16.99583047;16.95182492;16.90781937;15.32078947;18.80653191;15.04522553;15.04008357;15.03494161;15.02979965;15.02465769;15.01951573;14.09983622;13.9;-0.199836224;-1.420789475;15.32078947;-0.195126312
1578330000;1578351600;1578373200;5.96206665;11.50111389;9.890039444;15.77472591;1.751624107;6.613826752;16.86381382;11.63373576;11.89771341;;;;;;;15.38871216;18.76796722;;;;;;;14.19418996;13.4;-0.794189964;-1.988712158;15.38871216;-0.757615187
;;;;;;;;;;;;;;;;;;15.45663484;;;;;;;;14.2885437;14.3;0.011456296;-1.156634841;15.45663484;0.079895947
;;;;;;;;;;;;;;;;;;15.23645883;;;;;;;;14.20456441;14.2;-0.004564415;-1.036458834;15.23645883;0.182457876
;;;;;;;;;;;;;;;;;;15.01628283;;;;;;;;14.12058513;14.8;0.679414875;-0.216282826;15.01628283;0.985019796
;;;;;;;;;;;;;;;;;;14.79610682;;;;;;;;14.03660584;14.5;0.463394164;-0.296106819;14.79610682;0.887581726
;;;;;;;;;;;;;;;;;;14.57593081;;;;;;;;13.95262655;14.4;0.447373453;-0.175930812;14.57593081;0.990143655
;;;;;;;;;;;;;;;;;;14.3557548;;;;;;;;13.86864726;14.4;0.531352743;0.044245195;14.3557548;1.192705584
;;;;;;;;;;;;;;;;;;14.1355788;;;;;;;;13.78466797;14;0.215332032;-0.135578798;14.1355788;0.995267504
;;;;;;;;;;;;;;;;;;14.33621857;;;;;;;;13.83345998;13.5;-0.33345998;-0.836218571;14.33621857;0.310678916
;;;;;;;;;;;;;;;;;;14.53685834;;;;;;;;13.88225199;14;0.117748008;-0.536858344;14.53685834;0.626090327
;;;;;;;;;;;;;;;;;;14.73749812;;;;;;;;13.931044;14.3;0.368955996;-0.437498118;14.73749812;0.74150173
;;;;;;;;;;;;;;;;;;14.93813789;;;;;;;;13.97983602;14.9;0.920163984;-0.038137891;14.93813789;1.156913141
;;;;;;;;;;;;;;;;;;15.13877766;;;;;;;;14.02862803;14.7;0.671371972;-0.438777665;15.13877766;0.772324553
;;;;;;;;;;;;;;;;;;15.33941744;;;;;;;;14.07742004;14.3;0.22257996;-1.039417438;15.33941744;0.187735955
;;;;;;;;;;;;;;;;;;15.34113844;;;;;;;;14.13087463;14.4;0.269125369;-0.941138437;15.34113844;0.286152635
