times2_sh;times2_mh;times2_lh;relative_humidity_2m_sh;relative_humidity_2m_mh;relative_humidity_2m_lh;cloud_base_altitude_sh;cloud_base_altitude_mh;cloud_base_altitude_lh;wind_speed_of_gust_sh;wind_speed_of_gust_mh;wind_speed_of_gust_lh
1606525200.0;1606546800.0;1606568400.0;0.7257280945777893;0.7447710037231445;0.7336482405662537;9.969209968386869e+36;995.1546020507812;9.969209968386869e+36;8.778535842895508;13.230587005615234;13.74211311340332
1606528800.0;1606550400.0;1606572000.0;0.787755012512207;0.7111404538154602;0.726202130317688;9.969209968386869e+36;9.969209968386869e+36;9.969209968386869e+36;10.960323333740234;14.242817878723145;13.788893699645996
1606532400.0;1606554000.0;1606575600.0;0.7776383757591248;0.7600610256195068;0.7131103277206421;734.0953369140625;814.6830444335938;9.969209968386869e+36;12.165565490722656;14.884641647338867;12.417176246643066
1606536000.0;1606557600.0;1606579200.0;0.7505085468292236;0.8040521144866943;0.6936404705047607;9.969209968386869e+36;9.969209968386869e+36;901.578125;13.75661563873291;15.550222396850586;11.939699172973633
1606539600.0;1606561200.0;1606582800.0;0.7944538593292236;0.7254846096038818;0.6848975419998169;9.969209968386869e+36;9.969209968386869e+36;995.5507202148438;14.181442260742188;13.086604118347168;11.530057907104492
1606543200.0;1606564800.0;1606586400.0;0.7565962076187134;0.7690633535385132;0.6865602731704712;2843.0986328125;9.969209968386869e+36;9.969209968386869e+36;9.687004089355469;12.693008422851562;11.961997032165527
1606546800.0;1606568400.0;1606590000.0;0.7893563508987427;0.7802180051803589;0.6640692949295044;995.0617065429688;733.6757202148438;9.969209968386869e+36;11.468010902404785;13.20436954498291;12.296198844909668
1606550400.0;1606572000.0;1606593600.0;0.7310831546783447;0.7199917435646057;0.6630164384841919;9.969209968386869e+36;9.969209968386869e+36;9.969209968386869e+36;13.37354850769043;13.533891677856445;12.020804405212402
1606554000.0;1606575600.0;1606597200.0;0.773381233215332;0.723013162612915;0.6528083086013794;9.969209968386869e+36;901.9502563476562;9.969209968386869e+36;14.087502479553223;12.165928840637207;11.832305908203125
1606557600.0;1606579200.0;1606600800.0;0.7571918964385986;0.7095245122909546;0.6566232442855835;901.3787231445312;901.7281494140625;995.4475708007812;14.065813064575195;11.5743408203125;12.073720932006836
1606561200.0;1606582800.0;1606604400.0;0.7820637822151184;0.6922515630722046;0.6529914140701294;9.969209968386869e+36;9.969209968386869e+36;9.969209968386869e+36;14.907068252563477;11.91160774230957;12.295050621032715
1606564800.0;1606586400.0;1606608000.0;0.7623498439788818;0.7103636264801025;0.6418671607971191;9.969209968386869e+36;9.969209968386869e+36;1096.8807373046875;10.284934997558594;11.512743949890137;11.621204376220703
1606568400.0;1606590000.0;1606611600.0;0.7752282023429871;0.6692260503768921;0.6444156169891357;733.949462890625;9.969209968386869e+36;9.969209968386869e+36;11.69599437713623;11.792523384094238;11.613171577453613
1606572000.0;1606593600.0;1606615200.0;0.7330072522163391;0.6537078022956848;0.6251290440559387;9.969209968386869e+36;9.969209968386869e+36;9.969209968386869e+36;12.402131080627441;11.746840476989746;12.014143943786621
1606575600.0;1606597200.0;1606618800.0;0.7197779417037964;0.6520754098892212;0.6612311601638794;901.7142333984375;9.969209968386869e+36;9.969209968386869e+36;12.098374366760254;11.576114654541016;12.154730796813965
1606579200.0;1606600800.0;1606622400.0;0.7102261781692505;0.6351384520530701;0.6645418405532837;995.988525390625;9.969209968386869e+36;9.969209968386869e+36;11.175077438354492;12.253497123718262;12.476566314697266
1606582800.0;1606604400.0;1606626000.0;0.7078156471252441;0.6571111083030701;0.7073734402656555;9.969209968386869e+36;9.969209968386869e+36;9.969209968386869e+36;11.506601333618164;11.96682357788086;12.45306396484375
1606586400.0;1606608000.0;1606629600.0;0.7209227085113525;0.6526556015014648;0.6812509298324585;9.969209968386869e+36;1097.383056640625;9.969209968386869e+36;10.407731056213379;11.903326988220215;12.711871147155762
1606590000.0;1606611600.0;1606633200.0;0.6815857887268066;0.6424936056137085;0.6902083158493042;9.969209968386869e+36;9.969209968386869e+36;1095.8397216796875;11.140625;12.00144100189209;12.538549423217773
1606593600.0;1606615200.0;1606636800.0;0.6615815162658691;0.6319345235824585;0.730658769607544;9.969209968386869e+36;9.969209968386869e+36;813.4235229492188;11.322056770324707;11.965688705444336;12.564642906188965
1606597200.0;1606618800.0;1606640400.0;0.6650000810623169;0.6896737217903137;0.6980360746383667;9.969209968386869e+36;9.969209968386869e+36;9.969209968386869e+36;11.498147964477539;12.252348899841309;13.40995979309082
1606600800.0;1606622400.0;1606644000.0;0.6630012392997742;0.6716378331184387;0.6963420510292053;9.969209968386869e+36;994.8778686523438;9.969209968386869e+36;11.576502799987793;12.82123851776123;13.47931957244873
1606604400.0;1606626000.0;1606647600.0;0.6640537977218628;0.6601322889328003;0.6684184074401855;996.1010131835938;9.969209968386869e+36;9.969209968386869e+36;11.902694702148438;13.11284351348877;13.525257110595703
1606608000.0;1606629600.0;1606651200.0;0.6754518747329712;0.7095559239387512;0.8032903075218201;9.969209968386869e+36;9.969209968386869e+36;1097.760498046875;9.840760231018066;12.537408828735352;13.801012992858887
1606611600.0;1606633200.0;1606654800.0;0.6733618974685669;0.6860727071762085;0.7776249647140503;9.969209968386869e+36;9.969209968386869e+36;1097.769287109375;10.338289260864258;12.419816970825195;14.288991928100586
1606615200.0;1606636800.0;1606658400.0;0.6680366396903992;0.813666820526123;0.7461462020874023;9.969209968386869e+36;901.155029296875;9.969209968386869e+36;11.490699768066406;12.346692085266113;15.37296199798584
1606618800.0;1606640400.0;1606662000.0;0.6707375049591064;0.7057715654373169;0.7396925687789917;9.969209968386869e+36;9.969209968386869e+36;9.969209968386869e+36;11.862762451171875;13.19528865814209;15.847077369689941
1606622400.0;1606644000.0;1606665600.0;0.6993019580841064;0.691809892654419;0.7457352876663208;995.8688354492188;9.969209968386869e+36;8977.298828125;12.584774017333984;13.451133728027344;16.403738021850586
1606626000.0;1606647600.0;1606669200.0;0.7374030947685242;0.750952959060669;0.7772447466850281;1206.5992431640625;1097.2720947265625;1904.432373046875;12.638386726379395;13.738587379455566;15.770133018493652
1606629600.0;1606651200.0;1606672800.0;0.767142653465271;0.8000708818435669;0.7953715324401855;9.969209968386869e+36;1208.0537109375;1905.1717529296875;10.230684280395508;14.263860702514648;17.496381759643555
1606633200.0;1606654800.0;1606676400.0;0.7334816455841064;0.7629309892654419;0.8182291984558105;9.969209968386869e+36;1097.812255859375;1101.6640625;11.170260429382324;15.229135513305664;17.28580093383789
1606636800.0;1606658400.0;1606680000.0;0.768225908279419;0.7392492890357971;0.8469920754432678;9.969209968386869e+36;814.3285522460938;1101.905029296875;11.950042724609375;15.358146667480469;17.460552215576172
1606640400.0;1606662000.0;1606683600.0;0.7294378876686096;0.797858476638794;0.8759381771087646;9.969209968386869e+36;902.3024291992188;592.3978271484375;12.73520565032959;16.45479393005371;17.694826126098633
1606644000.0;1606665600.0;1606687200.0;0.7342747449874878;0.8181222081184387;0.8858563899993896;9.969209968386869e+36;8982.046875;2073.074462890625;13.282465934753418;16.082313537597656;17.659000396728516
1606647600.0;1606669200.0;1606690800.0;0.7256078720092773;0.7808448076248169;0.8858259916305542;1207.5150146484375;9.969209968386869e+36;661.5427856445312;13.587549209594727;17.44157600402832;18.052831649780273
