1.577836800000000000e+09;1.554469203948974609e+01;1.577858400000000000e+09;1.554456043243408203e+01
1.577840400000000000e+09;1.541749572753906250e+01;1.577862000000000000e+09;1.523646068572998047e+01
1.577844000000000000e+09;1.469617652893066406e+01;1.577865600000000000e+09;1.516394042968750000e+01
1.577847600000000000e+09;1.424006366729736328e+01;1.577869200000000000e+09;1.539102935791015625e+01
1.577851200000000000e+09;1.484321498870849609e+01;1.577872800000000000e+09;1.563850116729736328e+01
1.577854800000000000e+09;1.526407051086425781e+01;1.577876400000000000e+09;1.599151515960693359e+01
1.577858400000000000e+09;1.525583171844482422e+01;1.577880000000000000e+09;1.629105377197265625e+01
1.577862000000000000e+09;1.522351360321044922e+01;1.577883600000000000e+09;1.600354194641113281e+01
1.577865600000000000e+09;1.520590496063232422e+01;1.577887200000000000e+09;1.629676818847656250e+01
1.577869200000000000e+09;1.591397762298583984e+01;1.577890800000000000e+09;1.601357269287109375e+01
1.577872800000000000e+09;1.604090309143066406e+01;1.577894400000000000e+09;1.561656856536865234e+01
1.577876400000000000e+09;1.634827804565429688e+01;1.577898000000000000e+09;1.612138175964355469e+01
1.577880000000000000e+09;1.666170883178710938e+01;1.577901600000000000e+09;1.559519004821777344e+01
1.577883600000000000e+09;1.637258529663085938e+01;1.577905200000000000e+09;1.582011222839355469e+01
1.577887200000000000e+09;1.636336135864257812e+01;1.577908800000000000e+09;1.601466751098632812e+01
1.577890800000000000e+09;1.627053260803222656e+01;1.577912400000000000e+09;1.669351959228515625e+01
1.577894400000000000e+09;1.644409370422363281e+01;1.577916000000000000e+09;1.731540679931640625e+01
1.577898000000000000e+09;1.590433502197265625e+01;1.577919600000000000e+09;1.772899055480957031e+01
1.577901600000000000e+09;1.615348052978515625e+01;1.577923200000000000e+09;1.767050170898437500e+01
1.577905200000000000e+09;1.656584930419921875e+01;1.577926800000000000e+09;1.762215042114257812e+01
1.577908800000000000e+09;1.665275955200195312e+01;1.577930400000000000e+09;1.752884483337402344e+01
1.577912400000000000e+09;1.716130828857421875e+01;1.577934000000000000e+09;1.782019042968750000e+01
1.577916000000000000e+09;1.715302658081054688e+01;1.577937600000000000e+09;1.813406753540039062e+01
1.577919600000000000e+09;1.786067962646484375e+01;1.577941200000000000e+09;1.809597206115722656e+01
1.577923200000000000e+09;1.723083496093750000e+01;1.577944800000000000e+09;1.796565628051757812e+01
1.577926800000000000e+09;1.759677505493164062e+01;1.577948400000000000e+09;1.763592147827148438e+01
1.577930400000000000e+09;1.799768447875976562e+01;1.577952000000000000e+09;1.820009994506835938e+01
1.577934000000000000e+09;1.801210021972656250e+01;1.577955600000000000e+09;1.824650382995605469e+01
1.577937600000000000e+09;1.822915649414062500e+01;1.577959200000000000e+09;1.836594390869140625e+01
1.577941200000000000e+09;1.832868576049804688e+01;1.577962800000000000e+09;1.833027839660644531e+01
1.577944800000000000e+09;1.783317947387695312e+01;1.577966400000000000e+09;1.842663764953613281e+01
1.577948400000000000e+09;1.794543457031250000e+01;1.577970000000000000e+09;1.867611503601074219e+01
1.577952000000000000e+09;1.805232429504394531e+01;1.577973600000000000e+09;1.864671516418457031e+01
1.577955600000000000e+09;1.803834533691406250e+01;1.577977200000000000e+09;1.884564971923828125e+01
1.577959200000000000e+09;1.844172859191894531e+01;1.577980800000000000e+09;1.915216255187988281e+01
1.577962800000000000e+09;1.887086105346679688e+01;1.577984400000000000e+09;1.934467887878417969e+01
1.577966400000000000e+09;1.819910812377929688e+01;1.577988000000000000e+09;1.995802307128906250e+01
1.577970000000000000e+09;1.836474609375000000e+01;1.577991600000000000e+09;1.948123359680175781e+01
1.577973600000000000e+09;1.829663276672363281e+01;1.577995200000000000e+09;1.855911064147949219e+01
1.577977200000000000e+09;1.846982955932617188e+01;1.577998800000000000e+09;1.596691703796386719e+01
1.577980800000000000e+09;1.891371536254882812e+01;1.578002400000000000e+09;1.571878433227539062e+01
1.577984400000000000e+09;1.932321357727050781e+01;1.578006000000000000e+09;1.804739761352539062e+01
1.577988000000000000e+09;1.919100952148437500e+01;1.578009600000000000e+09;1.924327850341796875e+01
1.577991600000000000e+09;1.900988197326660156e+01;1.578013200000000000e+09;2.063806343078613281e+01
1.577995200000000000e+09;1.864805603027343750e+01;1.578016800000000000e+09;2.105630493164062500e+01
1.577998800000000000e+09;1.966860771179199219e+01;1.578020400000000000e+09;2.195478248596191406e+01
1.578002400000000000e+09;1.565438270568847656e+01;1.578024000000000000e+09;2.235098075866699219e+01
1.578006000000000000e+09;1.731634140014648438e+01;1.578027600000000000e+09;2.052649497985839844e+01
1.578009600000000000e+09;1.937581253051757812e+01;1.578031200000000000e+09;1.910964775085449219e+01
1.578013200000000000e+09;2.054274749755859375e+01;1.578034800000000000e+09;1.673929977416992188e+01
1.578016800000000000e+09;2.131629371643066406e+01;1.578038400000000000e+09;2.042918777465820312e+01
1.578020400000000000e+09;2.188436317443847656e+01;1.578042000000000000e+09;2.005730438232421875e+01
1.578024000000000000e+09;2.154726219177246094e+01;1.578045600000000000e+09;2.034212493896484375e+01
1.578027600000000000e+09;2.084312057495117188e+01;1.578049200000000000e+09;2.133572006225585938e+01
1.578031200000000000e+09;1.910419082641601562e+01;1.578052800000000000e+09;2.049361419677734375e+01
1.578034800000000000e+09;1.895247268676757812e+01;1.578056400000000000e+09;2.310241699218750000e+01
1.578038400000000000e+09;1.987580680847167969e+01;1.578060000000000000e+09;2.280804252624511719e+01
1.578042000000000000e+09;1.931159973144531250e+01;1.578063600000000000e+09;2.375793838500976562e+01
1.578045600000000000e+09;1.989831924438476562e+01;1.578067200000000000e+09;2.452808380126953125e+01
1.578049200000000000e+09;2.118920707702636719e+01;1.578070800000000000e+09;2.488588714599609375e+01
1.578052800000000000e+09;2.274785614013671875e+01;1.578074400000000000e+09;2.333633995056152344e+01
1.578056400000000000e+09;2.361069107055664062e+01;1.578078000000000000e+09;2.132627296447753906e+01
1.578060000000000000e+09;2.430038833618164062e+01;1.578081600000000000e+09;2.036191749572753906e+01
