5.012601722701863771e-01 5.557099272039619509e-01 6.917627450892843699e-01 1.070005206463162217e+00 1.115554474134061280e+00 1.081409399196516929e+01 2.598439921039124093e-02 -1.946591642312187398e+00 5.705496194376631358e-01 -8.149566731349028315e-01 -9.846651557718520964e-01
5.165834703651501769e-01 4.919952744569129899e-01 4.373106752805765995e-01 4.374252318321196209e-01 4.186352514110249223e-01 3.204043086515274918e+00 -1.421515261749015213e+00 -2.194896423866133262e+00 -4.802962787311668702e-01 1.386194093388972037e+00 1.278014276641998404e+00
8.578968216618024778e-01 1.002456873486260669e+00 9.222128072764098627e-01 7.444526434678342408e-01 4.608967812059628910e-01 1.535976330296111669e+01 1.119180222912492972e+00 -1.759064309822091721e+00 1.405958173157914326e-01 -1.799095513027325344e-01 -1.630836701031727343e-01
-1.927892000148526908e+00 -1.938589569277343161e+00 -1.877714699148429256e+00 -1.849153632920412571e+00 -1.833084238634303142e+00 2.083018666599461888e+00 -1.225391006594325871e+00 -2.161253175686483896e+00 -6.697655988056512300e-01 8.740597880412369625e-01 1.129072999310705372e+00
-1.458224660898669756e+00 -1.525851750360088133e+00 -1.644346846830534892e+00 -1.866422680289365754e+00 -1.986040131653947771e+00 5.949825867116145695e+00 -3.619998214497929800e-01 -2.013146640393189468e+00 1.201802458209079438e-01 -3.247466009820112465e-01 9.071271965946452187e-02
-2.365103375566846022e-01 -2.348925929203339869e-01 -2.553044649980900083e-01 -2.686386639231636564e-01 -2.742664762954186708e-01 4.975462305635327986e+00 -9.234184253469733816e-01 -2.109452655213679417e+00 -8.738014264226146022e-01 1.360968576802652930e+00 -5.037218650839231371e-01
-3.736942054511376732e+00 -3.734238255932511130e+00 -3.725832766236477411e+00 -3.625779845628787967e+00 -3.511584165520061696e+00 8.185193014915498111e+00 4.173319979302822502e-01 -1.879459688756220936e+00 -2.555416653795534176e-01 -4.079874924283466986e-01 -5.545498689817537352e-01
-3.801770579609268785e-01 -2.505059120492887925e-01 -9.259156046578886912e-02 6.976922766742239823e-02 1.291542749263032974e-01 5.110347318498449809e+00 -9.829948214808700291e-01 -2.119672418593792518e+00 8.782378128587972066e-01 1.069267820222419507e+00 -7.343113456670554741e-03
-1.398514869919696535e+00 -1.403069762030688894e+00 -1.406373335986456752e+00 -1.387038303931647842e+00 -1.260706615065329217e+00 4.327141235062320845e+00 -8.523559784990170085e-01 -2.097262569221137074e+00 -5.829727209889971062e-01 -1.286206137193464105e+00 -1.580480978475544696e+00
-1.842162496792075999e+00 -1.810845796030525978e+00 -1.592805682379845766e+00 -1.421113431720297804e+00 -1.447009470117119445e+00 7.011849970219279804e+00 -2.591953464414450958e-01 -1.995511511765390100e+00 5.809390044841200411e-03 7.595060110395802644e-01 -2.392615483316461733e-01
