2.530690356483176220e+04 2.930393514810029956e+02 3.200000000137275129e+04 5.759994291768551921e+04 5.760000000555888255e+04 5.000000000000000000e-01 2.530690356483176220e+04 2.338830073356462549e+02
2.507963756119379468e+04 5.203043950584059303e+02 3.200000000717501825e+04 5.759994196342721989e+04 5.760000000913658005e+04 4.987818593367935316e-01 2.507963756119379468e+04 4.153678106431598280e+02
2.515653370376366365e+04 4.434081171929107654e+02 3.200000000577984247e+04 5.759994182673641626e+04 5.760000001263305603e+04 4.966184853230271035e-01 2.515653370376366365e+04 3.540278634864129117e+02
2.524509018791890048e+04 3.548515440528351519e+02 3.200000000051901588e+04 5.759994173249075538e+04 5.760000001573946793e+04 4.947745902007020247e-01 2.524509018791890048e+04 2.833505508858174835e+02
2.533676427903824879e+04 2.631773581359904028e+02 3.199999999985683098e+04 5.759994163703107188e+04 5.760000001814695133e+04 4.932988060815050035e-01 2.533676427903824879e+04 2.101624706556014814e+02
2.541170727232857462e+04 1.882342954925756828e+02 3.199999999512511204e+04 5.759994156294626009e+04 5.760000001954664913e+04 4.922042098801737708e-01 2.541170727232857462e+04 1.503229160845717729e+02
2.546551710090076813e+04 1.344244039509239883e+02 3.200000000619126513e+04 5.759994151104295452e+04 5.760000001962968963e+04 4.914212780255666768e-01 2.546551710090076813e+04 1.073540902129704193e+02
2.553437199808221339e+04 6.556942914116594068e+01 3.200000000464374898e+04 5.759994143186713336e+04 5.760000001416941086e+04 4.908621421390407802e-01 2.553437199808221339e+04 5.236535422029384534e+01
2.562045401083272009e+04 -2.051288014350931022e+01 3.200000019487074678e+04 5.759994132555995748e+04 5.759999999873789056e+04 4.905894059191434620e-01 2.562045401083272009e+04 -1.638161956457700086e+01
2.571259679530144422e+04 -1.126555413612562404e+02 3.199999995228105035e+04 5.759994120622123592e+04 5.759999997316276131e+04 4.906747268543756313e-01 2.571259679530144422e+04 -8.996136580188577625e+01
2.579153831145782897e+04 -1.915964361046148952e+02 3.199999922796355531e+04 5.759994110331677075e+04 5.759999994618061464e+04 4.911432756345938122e-01 2.579153831145782897e+04 -1.529868087148736606e+02
2.586645280492243182e+04 -2.665056755847330692e+02 3.199999388339575671e+04 5.759994101273345586e+04 5.759999992838668550e+04 4.919400819299837302e-01 2.586645280492243182e+04 -2.127773725843687487e+02
2.594296067296404362e+04 -3.430058931399449875e+02 3.199998616033971848e+04 5.759994094016381860e+04 5.759999993037618697e+04 4.930482974121940254e-01 2.594296067296404362e+04 -2.738176335427874619e+02
2.601779828829412145e+04 -4.178430532249290081e+02 3.199998569423143999e+04 5.759994092930063198e+04 5.759999999102512083e+04 4.944744309202293575e-01 2.601779828829412145e+04 -3.335053538700843205e+02
